12     9      1      1      26.56
13     9      1      1      24.77
1      1      2      1      63.95
2      1      2      1      39.84
3      1      2      1      39.48
4      1      2      1      63.85
5      1      2      1      196.78
6      1      2      1      39.48
7      1      2      1      0.00
8      1      2      1      9.26
9      1      2      1      36.76
10     1      2      1      16.37
11     1      2      1      5.35
12     1      2      1      39.84
13     1      2      1      24.77
1      2      2      1      59.77
2      2      2      1      37.23
3      2      2      1      36.90
4      2      2      1      59.67
5      2      2      1      183.91
6      2      2      1      36.90
7      2      2      1      0.00
8      2      2      1      8.65
9      2      2      1      34.35
10     2      2      1      15.30
11     2      2      1      5.00
12     2      2      1      37.23
13     2      2      1      23.15
1      3      2      1      63.95
2      3      2      1      26.56
3      3      2      1      39.48
4      3      2      1      42.57
5      3      2      1      196.78
6      3      2      1      39.48
7      3      2      1      0.00
8      3      2      1      9.26
9      3      2      1      36.76
10     3      2      1      16.37
11     3      2      1      5.35
12     3      2      1      26.56
13     3      2      1      24.77
1      4      2      1      63.95
2      4      2      1      26.00
3      4      2      1      39.48
4      4      2      1      41.68
5      4      2      1      196.78
6      4      2      1      39.48
7      4      2      1      0.00
8      4      2      1      9.26
9      4      2      1      36.76
10     4      2      1      16.37
11     4      2      1      5.35
12     4      2      1      26.00
13     4      2      1      24.77
1      5      2      1      63.95
2      5      2      1      25.78
3      5      2      1      39.48
4      5      2      1      41.33
5      5      2      1      196.78
6      5      2      1      39.48
7      5      2      1      0.00
8      5      2      1      9.26
9      5      2      1      36.76
10     5      2      1      16.37
11     5      2      1      5.35
12     5      2      1      25.78
13     5      2      1      24.77
1      6      2      1      63.95
2      6      2      1      25.78
3      6      2      1      39.48
4      6      2      1      41.33
5      6      2      1      196.78
6      6      2      1      39.48
7      6      2      1      0.00
8      6      2      1      9.26
9      6      2      1      36.76
10     6      2      1      16.37
11     6      2      1      5.35
12     6      2      1      25.78
13     6      2      1      24.77
1      7      2      1      63.95
2      7      2      1      38.18
3      7      2      1      39.48
4      7      2      1      61.19
5      7      2      1      196.78
6      7      2      1      39.48
7      7      2      1      0.00
8      7      2      1      9.26
9      7      2      1      36.76
10     7      2      1      16.37
11     7      2      1      5.35
12     7      2      1      38.18
13     7      2      1      24.77
1      8      2      1      63.95
2      8      2      1      32.09
3      8      2      1      39.48
4      8      2      1      51.43
5      8      2      1      196.78
6      8      2      1      39.48
7      8      2      1      0.00
8      8      2      1      9.26
9      8      2      1      36.76
10     8      2      1      16.37
11     8      2      1      5.35
12     8      2      1      32.09
13     8      2      1      24.77
1      9      2      1      63.95
2      9      2      1      26.56
3      9      2      1      39.48
4      9      2      1      42.57
5      9      2      1      196.78
6      9      2      1      39.48
7      9      2      1      0.00
8      9      2      1      9.26
9      9      2      1      36.76
10     9      2      1      16.37
11     9      2      1      5.35
12     9      2      1      26.56
13     9      2      1      24.77
1      1      3      1      63.95
2      1      3      1      39.84
3      1      3      1      39.48
4      1      3      1      63.85
5      1      3      1      196.78
6      1      3      1      39.48
7      1      3      1      0.00
8      1      3      1      9.26
9      1      3      1      36.76
10     1      3      1      16.37
11     1      3      1      5.35
12     1      3      1      39.84
13     1      3      1      24.77
1      2      3      1      63.95
2      2      3      1      39.84
3      2      3      1      39.48
4      2      3      1      63.85
5      2      3      1      196.78
6      2      3      1      39.48
7      2      3      1      0.00
8      2      3      1      9.26
9      2      3      1      36.76
10     2      3      1      16.37
11     2      3      1      5.35
12     2      3      1      39.84
13     2      3      1      24.77
1      3      3      1      59.77
2      3      3      1      24.82
3      3      3      1      36.90
4      3      3      1      39.78
5      3      3      1      183.91
6      3      3      1      36.90
7      3      3      1      0.00
8      3      3      1      8.65
9      3      3      1      34.35
10     3      3      1      15.30
11     3      3      1      5.00
12     3      3      1      24.82
13     3      3      1      23.15
1      4      3      1      63.95
2      4      3      1      26.00
3      4      3      1      39.48
4      4      3      1      41.68
5      4      3      1      196.78
6      4      3      1      39.48
7      4      3      1      0.00
8      4      3      1      9.26
9      4      3      1      36.76
10     4      3      1      16.37
11     4      3      1      5.35
12     4      3      1      26.00
13     4      3      1      24.77
1      5      3      1      63.95
2      5      3      1      25.78
3      5      3      1      39.48
4      5      3      1      41.33
5      5      3      1      196.78
6      5      3      1      39.48
7      5      3      1      0.00
8      5      3      1      9.26
9      5      3      1      36.76
10     5      3      1      16.37
11     5      3      1      5.35
12     5      3      1      25.78
13     5      3      1      24.77
1      6      3      1      63.95
2      6      3      1      25.78
3      6      3      1      39.48
4      6      3      1      41.33
5      6      3      1      196.78
6      6      3      1      39.48
7      6      3      1      0.00
8      6      3      1      9.26
9      6      3      1      36.76
10     6      3      1      16.37
11     6      3      1      5.35
12     6      3      1      25.78
13     6      3      1      24.77
1      7      3      1      63.95
2      7      3      1      38.18
3      7      3      1      39.48
4      7      3      1      61.19
5      7      3      1      196.78
6      7      3      1      39.48
7      7      3      1      0.00
8      7      3      1      9.26
9      7      3      1      36.76
10     7      3      1      16.37
11     7      3      1      5.35
12     7      3      1      38.18
13     7      3      1      24.77
1      8      3      1      63.95
2      8      3      1      32.09
3      8      3      1      39.48
4      8      3      1      51.43
5      8      3      1      196.78
6      8      3      1      39.48
7      8      3      1      0.00
8      8      3      1      9.26
9      8      3      1      36.76
10     8      3      1      16.37
11     8      3      1      5.35
12     8      3      1      32.09
13     8      3      1      24.77
1      9      3      1      63.95
2      9      3      1      26.56
3      9      3      1      39.48
4      9      3      1      42.57
5      9      3      1      196.78
6      9      3      1      39.48
7      9      3      1      0.00
8      9      3      1      9.26
9      9      3      1      36.76
10     9      3      1      16.37
11     9      3      1      5.35
12     9      3      1      26.56
13     9      3      1      24.77
1      1      4      1      63.95
2      1      4      1      39.84
3      1      4      1      39.48
4      1      4      1      63.85
5      1      4      1      196.78
6      1      4      1      39.48
7      1      4      1      0.00
8      1      4      1      9.26
9      1      4      1      36.76
10     1      4      1      16.37
11     1      4      1      5.35
12     1      4      1      39.84
13     1      4      1      24.77
1      2      4      1      63.95
2      2      4      1      39.84
3      2      4      1      39.48
4      2      4      1      63.85
5      2      4      1      196.78
6      2      4      1      39.48
7      2      4      1      0.00
8      2      4      1      9.26
9      2      4      1      36.76
10     2      4      1      16.37
11     2      4      1      5.35
12     2      4      1      39.84
13     2      4      1      24.77
1      3      4      1      63.95
2      3      4      1      26.56
3      3      4      1      39.48
4      3      4      1      42.57
5      3      4      1      196.78
6      3      4      1      39.48
7      3      4      1      0.00
8      3      4      1      9.26
9      3      4      1      36.76
10     3      4      1      16.37
11     3      4      1      5.35
12     3      4      1      26.56
13     3      4      1      24.77
1      4      4      1      59.77
2      4      4      1      24.30
3      4      4      1      36.90
4      4      4      1      38.95
5      4      4      1      183.91
6      4      4      1      36.90
7      4      4      1      0.00
8      4      4      1      8.65
9      4      4      1      34.35
10     4      4      1      15.30
11     4      4      1      5.00
12     4      4      1      24.30
13     4      4      1      23.15
1      5      4      1      63.95
2      5      4      1      25.78
3      5      4      1      39.48
4      5      4      1      41.33
5      5      4      1      196.78
6      5      4      1      39.48
7      5      4      1      0.00
8      5      4      1      9.26
9      5      4      1      36.76
10     5      4      1      16.37
11     5      4      1      5.35
12     5      4      1      25.78
13     5      4      1      24.77
1      6      4      1      63.95
2      6      4      1      25.78
3      6      4      1      39.48
4      6      4      1      41.33
5      6      4      1      196.78
6      6      4      1      39.48
7      6      4      1      0.00
8      6      4      1      9.26
9      6      4      1      36.76
10     6      4      1      16.37
11     6      4      1      5.35
12     6      4      1      25.78
13     6      4      1      24.77
1      7      4      1      63.95
2      7      4      1      38.18
3      7      4      1      39.48
4      7      4      1      61.19
5      7      4      1      196.78
6      7      4      1      39.48
7      7      4      1      0.00
8      7      4      1      9.26
9      7      4      1      36.76
10     7      4      1      16.37
11     7      4      1      5.35
12     7      4      1      38.18
13     7      4      1      24.77
1      8      4      1      63.95
2      8      4      1      32.09
3      8      4      1      39.48
4      8      4      1      51.43
5      8      4      1      196.78
6      8      4      1      39.48
7      8      4      1      0.00
8      8      4      1      9.26
9      8      4      1      36.76
10     8      4      1      16.37
11     8      4      1      5.35
12     8      4      1      32.09
13     8      4      1      24.77
1      9      4      1      63.95
2      9      4      1      26.56
3      9      4      1      39.48
4      9      4      1      42.57
5      9      4      1      196.78
6      9      4      1      39.48
7      9      4      1      0.00
8      9      4      1      9.26
9      9      4      1      36.76
10     9      4      1      16.37
11     9      4      1      5.35
12     9      4      1      26.56
13     9      4      1      24.77
1      1      5      1      63.95
2      1      5      1      39.84
3      1      5      1      39.48
4      1      5      1      63.85
5      1      5      1      196.78
6      1      5      1      39.48
7      1      5      1      0.00
8      1      5      1      9.26
9      1      5      1      36.76
10     1      5      1      16.37
11     1      5      1      5.35
12     1      5      1      39.84
13     1      5      1      24.77
1      2      5      1      63.95
2      2      5      1      39.84
3      2      5      1      39.48
4      2      5      1      63.85
5      2      5      1      196.78
6      2      5      1      39.48
7      2      5      1      0.00
8      2      5      1      9.26
9      2      5      1      36.76
10     2      5      1      16.37
11     2      5      1      5.35
12     2      5      1      39.84
13     2      5      1      24.77
1      3      5      1      63.95
2      3      5      1      26.56
3      3      5      1      39.48
4      3      5      1      42.57
5      3      5      1      196.78
6      3      5      1      39.48
7      3      5      1      0.00
8      3      5      1      9.26
9      3      5      1      36.76
10     3      5      1      16.37
11     3      5      1      5.35
12     3      5      1      26.56
13     3      5      1      24.77
1      4      5      1      63.95
2      4      5      1      26.00
3      4      5      1      39.48
4      4      5      1      41.68
5      4      5      1      196.78
6      4      5      1      39.48
7      4      5      1      0.00
8      4      5      1      9.26
9      4      5      1      36.76
10     4      5      1      16.37
11     4      5      1      5.35
12     4      5      1      26.00
13     4      5      1      24.77
1      5      5      1      59.77
2      5      5      1      24.10
3      5      5      1      36.90
4      5      5      1      38.62
5      5      5      1      183.91
6      5      5      1      36.90
7      5      5      1      0.00
8      5      5      1      8.65
9      5      5      1      34.35
10     5      5      1      15.30
11     5      5      1      5.00
12     5      5      1      24.10
13     5      5      1      23.15
1      6      5      1      63.95
2      6      5      1      25.78
3      6      5      1      39.48
4      6      5      1      41.33
5      6      5      1      196.78
6      6      5      1      39.48
7      6      5      1      0.00
8      6      5      1      9.26
9      6      5      1      36.76
10     6      5      1      16.37
11     6      5      1      5.35
12     6      5      1      25.78
13     6      5      1      24.77
1      7      5      1      63.95
2      7      5      1      38.18
3      7      5      1      39.48
4      7      5      1      61.19
5      7      5      1      196.78
6      7      5      1      39.48
7      7      5      1      0.00
8      7      5      1      9.26
9      7      5      1      36.76
10     7      5      1      16.37
11     7      5      1      5.35
12     7      5      1      38.18
13     7      5      1      24.77
1      8      5      1      63.95
2      8      5      1      32.09
3      8      5      1      39.48
4      8      5      1      51.43
5      8      5      1      196.78
6      8      5      1      39.48
7      8      5      1      0.00
8      8      5      1      9.26
9      8      5      1      36.76
10     8      5      1      16.37
11     8      5      1      5.35
12     8      5      1      32.09
13     8      5      1      24.77
1      9      5      1      63.95
2      9      5      1      26.56
3      9      5      1      39.48
4      9      5      1      42.57
5      9      5      1      196.78
6      9      5      1      39.48
7      9      5      1      0.00
8      9      5      1      9.26
9      9      5      1      36.76
10     9      5      1      16.37
11     9      5      1      5.35
12     9      5      1      26.56
13     9      5      1      24.77
1      1      6      1      63.95
2      1      6      1      39.84
3      1      6      1      39.48
4      1      6      1      63.85
5      1      6      1      196.78
6      1      6      1      39.48
7      1      6      1      0.00
8      1      6      1      9.26
9      1      6      1      36.76
10     1      6      1      16.37
11     1      6      1      5.35
12     1      6      1      39.84
13     1      6      1      24.77
1      2      6      1      63.95
2      2      6      1      39.84
3      2      6      1      39.48
4      2      6      1      63.85
5      2      6      1      196.78
6      2      6      1      39.48
7      2      6      1      0.00
8      2      6      1      9.26
9      2      6      1      36.76
10     2      6      1      16.37
11     2      6      1      5.35
12     2      6      1      39.84
13     2      6      1      24.77
1      3      6      1      63.95
2      3      6      1      26.56
3      3      6      1      39.48
4      3      6      1      42.57
5      3      6      1      196.78
6      3      6      1      39.48
7      3      6      1      0.00
8      3      6      1      9.26
9      3      6      1      36.76
10     3      6      1      16.37
11     3      6      1      5.35
12     3      6      1      26.56
13     3      6      1      24.77
1      4      6      1      63.95
2      4      6      1      26.00
3      4      6      1      39.48
4      4      6      1      41.68
5      4      6      1      196.78
6      4      6      1      39.48
7      4      6      1      0.00
8      4      6      1      9.26
9      4      6      1      36.76
10     4      6      1      16.37
11     4      6      1      5.35
12     4      6      1      26.00
13     4      6      1      24.77
1      5      6      1      63.95
2      5      6      1      25.78
3      5      6      1      39.48
4      5      6      1      41.33
5      5      6      1      196.78
6      5      6      1      39.48
7      5      6      1      0.00
8      5      6      1      9.26
9      5      6      1      36.76
10     5      6      1      16.37
11     5      6      1      5.35
12     5      6      1      25.78
13     5      6      1      24.77
1      6      6      1      59.77
2      6      6      1      24.10
3      6      6      1      36.90
4      6      6      1      38.62
5      6      6      1      183.91
6      6      6      1      36.90
7      6      6      1      0.00
8      6      6      1      8.65
9      6      6      1      34.35
10     6      6      1      15.30
11     6      6      1      5.00
12     6      6      1      24.10
13     6      6      1      23.15
1      7      6      1      63.95
2      7      6      1      38.18
3      7      6      1      39.48
4      7      6      1      61.19
5      7      6      1      196.78
6      7      6      1      39.48
7      7      6      1      0.00
8      7      6      1      9.26
9      7      6      1      36.76
10     7      6      1      16.37
11     7      6      1      5.35
12     7      6      1      38.18
13     7      6      1      24.77
1      8      6      1      63.95
2      8      6      1      32.09
3      8      6      1      39.48
4      8      6      1      51.43
5      8      6      1      196.78
6      8      6      1      39.48
7      8      6      1      0.00
8      8      6      1      9.26
9      8      6      1      36.76
10     8      6      1      16.37
11     8      6      1      5.35
12     8      6      1      32.09
13     8      6      1      24.77
1      9      6      1      63.95
2      9      6      1      26.56
3      9      6      1      39.48
4      9      6      1      42.57
5      9      6      1      196.78
6      9      6      1      39.48
7      9      6      1      0.00
8      9      6      1      9.26
9      9      6      1      36.76
10     9      6      1      16.37
11     9      6      1      5.35
12     9      6      1      26.56
13     9      6      1      24.77
1      1      7      1      63.95
2      1      7      1      39.84
3      1      7      1      39.48
4      1      7      1      63.85
5      1      7      1      196.78
6      1      7      1      39.48
7      1      7      1      0.00
8      1      7      1      9.26
9      1      7      1      36.76
10     1      7      1      16.37
11     1      7      1      5.35
12     1      7      1      39.84
13     1      7      1      24.77
1      2      7      1      63.95
2      2      7      1      39.84
3      2      7      1      39.48
4      2      7      1      63.85
5      2      7      1      196.78
6      2      7      1      39.48
7      2      7      1      0.00
8      2      7      1      9.26
9      2      7      1      36.76
10     2      7      1      16.37
11     2      7      1      5.35
12     2      7      1      39.84
13     2      7      1      24.77
1      3      7      1      63.95
2      3      7      1      26.56
3      3      7      1      39.48
4      3      7      1      42.57
5      3      7      1      196.78
6      3      7      1      39.48
7      3      7      1      0.00
8      3      7      1      9.26
9      3      7      1      36.76
10     3      7      1      16.37
11     3      7      1      5.35
12     3      7      1      26.56
13     3      7      1      24.77
1      4      7      1      63.95
2      4      7      1      26.00
3      4      7      1      39.48
4      4      7      1      41.68
5      4      7      1      196.78
6      4      7      1      39.48
7      4      7      1      0.00
8      4      7      1      9.26
9      4      7      1      36.76
10     4      7      1      16.37
11     4      7      1      5.35
12     4      7      1      26.00
13     4      7      1      24.77
1      5      7      1      63.95
2      5      7      1      25.78
3      5      7      1      39.48
4      5      7      1      41.33
5      5      7      1      196.78
6      5      7      1      39.48
7      5      7      1      0.00
8      5      7      1      9.26
9      5      7      1      36.76
10     5      7      1      16.37
11     5      7      1      5.35
12     5      7      1      25.78
13     5      7      1      24.77
1      6      7      1      63.95
2      6      7      1      25.78
3      6      7      1      39.48
4      6      7      1      41.33
5      6      7      1      196.78
6      6      7      1      39.48
7      6      7      1      0.00
8      6      7      1      9.26
9      6      7      1      36.76
10     6      7      1      16.37
11     6      7      1      5.35
12     6      7      1      25.78
13     6      7      1      24.77
1      7      7      1      59.77
2      7      7      1      35.68
3      7      7      1      36.90
4      7      7      1      57.19
5      7      7      1      183.91
6      7      7      1      36.90
7      7      7      1      0.00
8      7      7      1      8.65
9      7      7      1      34.35
10     7      7      1      15.30
11     7      7      1      5.00
12     7      7      1      35.68
13     7      7      1      23.15
1      8      7      1      63.95
2      8      7      1      32.09
3      8      7      1      39.48
4      8      7      1      51.43
5      8      7      1      196.78
6      8      7      1      39.48
7      8      7      1      0.00
8      8      7      1      9.26
9      8      7      1      36.76
10     8      7      1      16.37
11     8      7      1      5.35
12     8      7      1      32.09
13     8      7      1      24.77
1      9      7      1      63.95
2      9      7      1      26.56
3      9      7      1      39.48
4      9      7      1      42.57
5      9      7      1      196.78
6      9      7      1      39.48
7      9      7      1      0.00
8      9      7      1      9.26
9      9      7      1      36.76
10     9      7      1      16.37
11     9      7      1      5.35
12     9      7      1      26.56
13     9      7      1      24.77
1      1      8      1      63.95
2      1      8      1      39.84
3      1      8      1      39.48
4      1      8      1      63.85
5      1      8      1      196.78
6      1      8      1      39.48
7      1      8      1      0.00
8      1      8      1      9.26
9      1      8      1      36.76
10     1      8      1      16.37
11     1      8      1      5.35
12     1      8      1      39.84
13     1      8      1      24.77
1      2      8      1      63.95
2      2      8      1      39.84
3      2      8      1      39.48
4      2      8      1      63.85
5      2      8      1      196.78
6      2      8      1      39.48
7      2      8      1      0.00
8      2      8      1      9.26
9      2      8      1      36.76
10     2      8      1      16.37
11     2      8      1      5.35
12     2      8      1      39.84
13     2      8      1      24.77
1      3      8      1      63.95
2      3      8      1      26.56
3      3      8      1      39.48
4      3      8      1      42.57
5      3      8      1      196.78
6      3      8      1      39.48
7      3      8      1      0.00
8      3      8      1      9.26
9      3      8      1      36.76
10     3      8      1      16.37
11     3      8      1      5.35
12     3      8      1      26.56
13     3      8      1      24.77
1      4      8      1      63.95
2      4      8      1      26.00
3      4      8      1      39.48
4      4      8      1      41.68
5      4      8      1      196.78
6      4      8      1      39.48
7      4      8      1      0.00
8      4      8      1      9.26
9      4      8      1      36.76
10     4      8      1      16.37
11     4      8      1      5.35
12     4      8      1      26.00
13     4      8      1      24.77
1      5      8      1      63.95
2      5      8      1      25.78
3      5      8      1      39.48
4      5      8      1      41.33
5      5      8      1      196.78
6      5      8      1      39.48
7      5      8      1      0.00
8      5      8      1      9.26
9      5      8      1      36.76
10     5      8      1      16.37
11     5      8      1      5.35
12     5      8      1      25.78
13     5      8      1      24.77
1      6      8      1      63.95
2      6      8      1      25.78
3      6      8      1      39.48
4      6      8      1      41.33
5      6      8      1      196.78
6      6      8      1      39.48
7      6      8      1      0.00
8      6      8      1      9.26
9      6      8      1      36.76
10     6      8      1      16.37
11     6      8      1      5.35
12     6      8      1      25.78
13     6      8      1      24.77
1      7      8      1      63.95
2      7      8      1      38.18
3      7      8      1      39.48
4      7      8      1      61.19
5      7      8      1      196.78
6      7      8      1      39.48
7      7      8      1      0.00
8      7      8      1      9.26
9      7      8      1      36.76
10     7      8      1      16.37
11     7      8      1      5.35
12     7      8      1      38.18
13     7      8      1      24.77
1      8      8      1      59.77
2      8      8      1      29.99
3      8      8      1      36.90
4      8      8      1      48.07
5      8      8      1      183.91
6      8      8      1      36.90
7      8      8      1      0.00
8      8      8      1      8.65
9      8      8      1      34.35
10     8      8      1      15.30
11     8      8      1      5.00
12     8      8      1      29.99
13     8      8      1      23.15
1      9      8      1      63.95
2      9      8      1      26.56
3      9      8      1      39.48
4      9      8      1      42.57
5      9      8      1      196.78
6      9      8      1      39.48
7      9      8      1      0.00
8      9      8      1      9.26
9      9      8      1      36.76
10     9      8      1      16.37
11     9      8      1      5.35
12     9      8      1      26.56
13     9      8      1      24.77
1      1      9      1      63.95
2      1      9      1      39.84
3      1      9      1      39.48
4      1      9      1      63.85
5      1      9      1      196.78
6      1      9      1      39.48
7      1      9      1      0.00
8      1      9      1      9.26
9      1      9      1      36.76
10     1      9      1      16.37
11     1      9      1      5.35
12     1      9      1      39.84
13     1      9      1      24.77
1      2      9      1      63.95
2      2      9      1      39.84
3      2      9      1      39.48
4      2      9      1      63.85
5      2      9      1      196.78
6      2      9      1      39.48
7      2      9      1      0.00
8      2      9      1      9.26
9      2      9      1      36.76
10     2      9      1      16.37
11     2      9      1      5.35
12     2      9      1      39.84
13     2      9      1      24.77
1      3      9      1      63.95
2      3      9      1      26.56
3      3      9      1      39.48
4      3      9      1      42.57
5      3      9      1      196.78
6      3      9      1      39.48
7      3      9      1      0.00
8      3      9      1      9.26
9      3      9      1      36.76
10     3      9      1      16.37
11     3      9      1      5.35
12     3      9      1      26.56
13     3      9      1      24.77
1      4      9      1      63.95
2      4      9      1      26.00
3      4      9      1      39.48
4      4      9      1      41.68
5      4      9      1      196.78
6      4      9      1      39.48
7      4      9      1      0.00
8      4      9      1      9.26
9      4      9      1      36.76
10     4      9      1      16.37
11     4      9      1      5.35
12     4      9      1      26.00
13     4      9      1      24.77
1      5      9      1      63.95
2      5      9      1      25.78
3      5      9      1      39.48
4      5      9      1      41.33
5      5      9      1      196.78
6      5      9      1      39.48
7      5      9      1      0.00
8      5      9      1      9.26
9      5      9      1      36.76
10     5      9      1      16.37
11     5      9      1      5.35
12     5      9      1      25.78
13     5      9      1      24.77
1      6      9      1      63.95
2      6      9      1      25.78
3      6      9      1      39.48
4      6      9      1      41.33
5      6      9      1      196.78
6      6      9      1      39.48
7      6      9      1      0.00
8      6      9      1      9.26
9      6      9      1      36.76
10     6      9      1      16.37
11     6      9      1      5.35
12     6      9      1      25.78
13     6      9      1      24.77
1      7      9      1      63.95
2      7      9      1      38.18
3      7      9      1      39.48
4      7      9      1      61.19
5      7      9      1      196.78
6      7      9      1      39.48
7      7      9      1      0.00
8      7      9      1      9.26
9      7      9      1      36.76
10     7      9      1      16.37
11     7      9      1      5.35
12     7      9      1      38.18
13     7      9      1      24.77
1      8      9      1      63.95
2      8      9      1      32.09
3      8      9      1      39.48
4      8      9      1      51.43
5      8      9      1      196.78
6      8      9      1      39.48
7      8      9      1      0.00
8      8      9      1      9.26
9      8      9      1      36.76
10     8      9      1      16.37
11     8      9      1      5.35
12     8      9      1      32.09
13     8      9      1      24.77
1      9      9      1      59.77
2      9      9      1      24.82
3      9      9      1      36.90
4      9      9      1      39.78
5      9      9      1      183.91
6      9      9      1      36.90
7      9      9      1      0.00
8      9      9      1      8.65
9      9      9      1      34.35
10     9      9      1      15.30
11     9      9      1      5.00
12     9      9      1      24.82
13     9      9      1      23.15
1      1      1      2      59.77
2      1      1      2      37.23
3      1      1      2      36.90
4      1      1      2      59.67
5      1      1      2      183.91
6      1      1      2      36.90
7      1      1      2      0.00
8      1      1      2      8.65
9      1      1      2      34.35
10     1      1      2      15.30
11     1      1      2      5.00
12     1      1      2      37.23
13     1      1      2      23.15
1      2      1      2      63.95
2      2      1      2      39.84
3      2      1      2      39.48
4      2      1      2      63.85
5      2      1      2      196.78
6      2      1      2      39.48
7      2      1      2      0.00
8      2      1      2      9.26
9      2      1      2      36.76
10     2      1      2      16.37
11     2      1      2      5.35
12     2      1      2      39.84
13     2      1      2      24.77
1      3      1      2      63.95
2      3      1      2      26.56
3      3      1      2      39.48
4      3      1      2      42.57
5      3      1      2      196.78
6      3      1      2      39.48
7      3      1      2      0.00
8      3      1      2      9.26
9      3      1      2      36.76
10     3      1      2      16.37
11     3      1      2      5.35
12     3      1      2      26.56
13     3      1      2      24.77
1      4      1      2      63.95
2      4      1      2      26.00
3      4      1      2      39.48
4      4      1      2      41.68
5      4      1      2      196.78
6      4      1      2      39.48
7      4      1      2      0.00
8      4      1      2      9.26
9      4      1      2      36.76
10     4      1      2      16.37
11     4      1      2      5.35
12     4      1      2      26.00
13     4      1      2      24.77
1      5      1      2      63.95
2      5      1      2      25.78
3      5      1      2      39.48
4      5      1      2      41.33
5      5      1      2      196.78
6      5      1      2      39.48
7      5      1      2      0.00
8      5      1      2      9.26
9      5      1      2      36.76
10     5      1      2      16.37
11     5      1      2      5.35
12     5      1      2      25.78
13     5      1      2      24.77
1      6      1      2      63.95
2      6      1      2      25.78
3      6      1      2      39.48
4      6      1      2      41.33
5      6      1      2      196.78
6      6      1      2      39.48
7      6      1      2      0.00
8      6      1      2      9.26
9      6      1      2      36.76
10     6      1      2      16.37
11     6      1      2      5.35
12     6      1      2      25.78
13     6      1      2      24.77
1      7      1      2      63.95
2      7      1      2      38.18
3      7      1      2      39.48
4      7      1      2      61.19
5      7      1      2      196.78
6      7      1      2      39.48
7      7      1      2      0.00
8      7      1      2      9.26
9      7      1      2      36.76
10     7      1      2      16.37
11     7      1      2      5.35
12     7      1      2      38.18
13     7      1      2      24.77
1      8      1      2      63.95
2      8      1      2      32.09
3      8      1      2      39.48
4      8      1      2      51.43
5      8      1      2      196.78
6      8      1      2      39.48
7      8      1      2      0.00
8      8      1      2      9.26
9      8      1      2      36.76
10     8      1      2      16.37
11     8      1      2      5.35
12     8      1      2      32.09
13     8      1      2      24.77
1      9      1      2      63.95
2      9      1      2      26.56
3      9      1      2      39.48
4      9      1      2      42.57
5      9      1      2      196.78
6      9      1      2      39.48
